"","Anguilla_japonica","Anguilla_rostrata","Arapaima_gigas","Notopterus_notopterus","Chitala_chitala","Setipinna_phasa","Gonialosa_manmina","Corica_soborna","Tenualosa_ilisha","Clupeoides_borneensis","Gudusia_chapra","Chanos_chanos","Catostomus_commersonii","Botia_dario","Lepidocephalichthys_guntea","Diplocheilichthys_pleurotaenia","Puntius_puntio","Engraulicypris_sardella","Barbonymus_balleroides","Esomus_longimanus","Chela_cachius","Amblypharyngodon_mola","Rasbora_argyrotaenia","Cirrhinus_reba","Labeo_bata","Cirrhinus_mrigala","Cirrhinus_cirrhosus","Labeo_calbasu","Labeo_fimbriatus","Labeo_rohita","Labeo_gonius","Henicorhynchus_siamensis","Cirrhinus_molitorella","Thynnichthys_thynnoides","Osteochilus_vittatus","Crossocheilus_latius","Carassius_carassius","Carassius_gibelio","Cyprinus_carpio","Schizothorax_progastus","Cyclocheilichthys_apogon","Puntioplites_proctozystron","Barbonymus_altus","Rasbora_tornieri","Mystacoleucus_marginatus","Barbonymus_gonionotus","Hampala_macrolepidota","Puntius_bimaculatus","Puntius_chola","Puntius_sophore","Pethia_ticto","Systomus_sarana","Tor_putitora","Neolissochilus_hexagonolepis","Schizothorax_plagiostomus","Schizothorax_richardsonii","Schizothorax_esocinus","Schizothorax_curvifrons","Leptobarbus_hoevenii","Parachela_siamensis","Ctenopharyngodon_idella","Hypophthalmichthys_nobilis","Hypophthalmichthys_molitrix","Schizopyge_niger","Tinca_tinca","Leuciscus_idus","Leuciscus_aspius","Scardinius_erythrophthalmus","Squalius_cephalus","Rutilus_frisii","Abramis_brama","Rutilus_rutilus","Chondrostoma_nasus","Prochilodus_magdalenae","Brycon_cephalus","Brycon_hilarii","Ageneiosus_inermis","Rita_rita","Heteropneustes_fossilis","Clarias_batrachus","Clarias_macrocephalus","Clarias_gariepinus","Silurus_glanis","Ompok_bimaculatus","Ompok_pabda","Wallago_attu","Batasio_tengana","Hemibagrus_nemurus","Sperata_seenghala","Sperata_aor","Mystus_cavasius","Mystus_tengara","Mystus_vittatus","Mystus_bleekeri","Ailia_coila","Mystus_gulio","Eutropiichthys_vacha","Pangasius_pangasius","Pangasianodon_hypophthalmus","Ictalurus_punctatus","Sciades_herzbergii","Hemisorubim_platyrhynchos","Zungaro_zungaro","Pseudoplatystoma_fasciatum","Sorubim_lima","Pinirampus_pirinampu","Pimelodus_maculatus","Esox_lucius","Stenodus_leucichthys","Coregonus_autumnalis","Coregonus_albula","Coregonus_clupeaformis","Coregonus_lavaretus","Thymallus_thymallus","Thymallus_arcticus","Oncorhynchus_tshawytscha","Oncorhynchus_mykiss","Salmo_trutta","Salvelinus_fontinalis","Salvelinus_namaycush","Lota_lota","Morone_saxatilis","Pomoxis_nigromaculatus","Perca_fluviatilis","Perca_flavescens","Sander_vitreus","Sander_lucioperca","Eleotris_fusca","Oxyeleotris_marmorata","Awaous_grammepomus","Glossogobius_giuris","Monopterus_cuchia","Monopterus_albus","Macrognathus_pancalus","Mastacembelus_armatus","Macrognathus_aculeatus","Mastacembelus_mastacembelus","Nandus_nandus","Channa_micropeltes","Channa_marulius","Channa_striata","Channa_punctata","Anabas_testudineus","Osphronemus_goramy","Trichopodus_pectoralis","Trichogaster_lalius","Trichogaster_fasciata","Lates_niloticus","Brachirus_panoides","Parambassis_ranga","Parambassis_wolffii","Chanda_nama","Parambassis_baculis","Chelon_parsia","Etroplus_suratensis","Symphysodon_discus","Oreochromis_niloticus","Oreochromis_mossambicus","Oreochromis_spilurus","Oreochromis_lidole","Rhamphochromis_ferox","Mchenga_inornata","Atherina_boyeri","Xenentodon_cancila","Dermogenys_pusilla","Hyporhamphus_limbatus","Gibelion_catla","Esomus_danrica","Osteobrama_cotio","Salmostoma_bacaila","Salmostoma_phulo","Arabibarbus_grypus","Tachysurus_dumerili","Trichopodus_microlepis","Coptodon_zillii","Anguilla_bicolor","Puntius_stigma","Mesoheros_festae","Mormyrus_rume","Helostoma_temminckii","Pachypterus_atherinoides"
"Puntius_chola",385.56556799997,385.56556799997,374.288772,374.288771,374.288771,331.610287,331.610285,331.61028600001,331.610285,331.61028599999,331.61028400002,316.353635,200.047832,200.047831,200.047833,200.04782999998,164.060330000002,164.06032899997,164.060329999997,164.060333,164.060330999987,164.06033100002,164.06033199996,104.555307,104.555308,104.555308000005,104.555308000005,104.555308,104.555309000004,104.555309000004,104.555309000003,104.555307999999,104.55530799997,104.555307,104.55530699999,104.55530799997,94.818828000001,94.818827999999,94.8188289999965,86.923665000002,86.923665000002,86.923666,86.923664999978,86.923666000008,86.9236650000455,86.92366499999,73.000854999999,59.170734999968,0,31.664088,74.91658,74.91658000004,89.765235,89.765234000005,89.765233000004,89.765233,89.765233,89.765233,153.04291899998,153.042921,153.042919,153.04292,153.04292,153.04291900001,153.04291799996,153.042918999998,153.042918999997,153.042920000003,153.042919,153.042919,153.042919,153.042918999996,153.042919,284.221174,284.221175000037,284.221175000003,284.221174999993,284.22117399999,284.221174,284.221174,284.221174000004,284.221174,284.221173999999,284.22117499997,284.221175000021,284.22117599996,284.22117500003,284.221174,284.221174,284.221174,284.221175,284.221175,284.221174,284.22117399997,284.22117500001,284.22117499998,284.221175,284.221175,284.221174,284.221174,284.221173,284.22117400003,284.221174999978,284.221174999998,284.221174,284.221173,284.221174000003,354.954475,354.954475000005,354.954475,354.954475,354.954473999996,354.954474,354.954475,354.954475,354.954474,354.954474,354.954474,354.954474999998,354.954474,354.954472,354.954474,354.954476,354.954476,354.954477,354.954476,354.954475,354.954475000026,354.95447399998,354.954474999997,354.954475,354.95447599994,354.954476000008,354.95447600002,354.95447499999,354.954475,354.954475000039,354.954474,354.95447299999,354.95447299999,354.95447299999,354.95447399995,354.954476000005,354.95447699996,354.954476,354.954476,354.954476,354.95447500001,354.954477000045,354.95447499994,354.95447499994,354.954475,354.954474999997,354.954474,354.954475,354.954475,354.954474,354.954474,354.954477,354.954474999999,354.954475000002,354.954475000001,354.954476,354.954476,354.95447400006,354.95447499999,116.35371241379,116.35371241379,116.35371241379,116.35371241379,116.35371241379,116.35371241379,284.221174399997,354.95447624999,354.954475,385.56556799997,116.35371241379,354.954475,374.288771333333,354.954475030296,284.221174387095
"Puntius_sophore",385.56556799997,385.56556799997,374.288772,374.288771,374.288771,331.610287,331.610285,331.61028600001,331.610285,331.61028599999,331.61028400002,316.353635,200.047832,200.047831,200.047833,200.04782999998,164.060330000002,164.06032899997,164.060329999997,164.060333,164.060330999987,164.06033100002,164.06033199996,104.555307,104.555308,104.555308000005,104.555308000005,104.555308,104.555309000004,104.555309000004,104.555309000003,104.555307999999,104.55530799997,104.555307,104.55530699999,104.55530799997,94.818828000001,94.818827999999,94.8188289999965,86.923665000002,86.923665000002,86.923666,86.923664999978,86.923666000008,86.9236650000455,86.92366499999,73.000854999999,59.170734999968,31.664088,0,74.91658,74.91658000004,89.765235,89.765234000005,89.765233000004,89.765233,89.765233,89.765233,153.04291899998,153.042921,153.042919,153.04292,153.04292,153.04291900001,153.04291799996,153.042918999998,153.042918999997,153.042920000003,153.042919,153.042919,153.042919,153.042918999996,153.042919,284.221174,284.221175000037,284.221175000003,284.221174999993,284.22117399999,284.221174,284.221174,284.221174000004,284.221174,284.221173999999,284.22117499997,284.221175000021,284.22117599996,284.22117500003,284.221174,284.221174,284.221174,284.221175,284.221175,284.221174,284.22117399997,284.22117500001,284.22117499998,284.221175,284.221175,284.221174,284.221174,284.221173,284.22117400003,284.221174999978,284.221174999998,284.221174,284.221173,284.221174000003,354.954475,354.954475000005,354.954475,354.954475,354.954473999996,354.954474,354.954475,354.954475,354.954474,354.954474,354.954474,354.954474999998,354.954474,354.954472,354.954474,354.954476,354.954476,354.954477,354.954476,354.954475,354.954475000026,354.95447399998,354.954474999997,354.954475,354.95447599994,354.954476000008,354.95447600002,354.95447499999,354.954475,354.954475000039,354.954474,354.95447299999,354.95447299999,354.95447299999,354.95447399995,354.954476000005,354.95447699996,354.954476,354.954476,354.954476,354.95447500001,354.954477000045,354.95447499994,354.95447499994,354.954475,354.954474999997,354.954474,354.954475,354.954475,354.954474,354.954474,354.954477,354.954474999999,354.954475000002,354.954475000001,354.954476,354.954476,354.95447400006,354.95447499999,116.35371241379,116.35371241379,116.35371241379,116.35371241379,116.35371241379,116.35371241379,284.221174399997,354.95447624999,354.954475,385.56556799997,116.35371241379,354.954475,374.288771333333,354.954475030296,284.221174387095
"Pethia_ticto",385.56556799997,385.56556799997,374.288772,374.288771,374.288771,331.610287,331.610285,331.61028600001,331.610285,331.61028599999,331.61028400002,316.353635,200.047832,200.047831,200.047833,200.04782999998,164.060330000002,164.06032899997,164.060329999997,164.060333,164.060330999987,164.06033100002,164.06033199996,104.555307,104.555308,104.555308000005,104.555308000005,104.555308,104.555309000004,104.555309000004,104.555309000003,104.555307999999,104.55530799997,104.555307,104.55530699999,104.55530799997,94.818828000001,94.818827999999,94.8188289999965,86.923665000002,86.923665000002,86.923666,86.923664999978,86.923666000008,86.9236650000455,86.92366499999,74.916578999999,74.916578999968,74.91658,74.91658,0,71.19499200004,89.765235,89.765234000005,89.765233000004,89.765233,89.765233,89.765233,153.04291899998,153.042921,153.042919,153.04292,153.04292,153.04291900001,153.04291799996,153.042918999998,153.042918999997,153.042920000003,153.042919,153.042919,153.042919,153.042918999996,153.042919,284.221174,284.221175000037,284.221175000003,284.221174999993,284.22117399999,284.221174,284.221174,284.221174000004,284.221174,284.221173999999,284.22117499997,284.221175000021,284.22117599996,284.22117500003,284.221174,284.221174,284.221174,284.221175,284.221175,284.221174,284.22117399997,284.22117500001,284.22117499998,284.221175,284.221175,284.221174,284.221174,284.221173,284.22117400003,284.221174999978,284.221174999998,284.221174,284.221173,284.221174000003,354.954475,354.954475000005,354.954475,354.954475,354.954473999996,354.954474,354.954475,354.954475,354.954474,354.954474,354.954474,354.954474999998,354.954474,354.954472,354.954474,354.954476,354.954476,354.954477,354.954476,354.954475,354.954475000026,354.95447399998,354.954474999997,354.954475,354.95447599994,354.954476000008,354.95447600002,354.95447499999,354.954475,354.954475000039,354.954474,354.95447299999,354.95447299999,354.95447299999,354.95447399995,354.954476000005,354.95447699996,354.954476,354.954476,354.954476,354.95447500001,354.954477000045,354.95447499994,354.95447499994,354.954475,354.954474999997,354.954474,354.954475,354.954475,354.954474,354.954474,354.954477,354.954474999999,354.954475000002,354.954475000001,354.954476,354.954476,354.95447400006,354.95447499999,117.339789517239,117.339789517239,117.339789517239,117.339789517239,117.339789517239,117.339789517239,284.221174399997,354.95447624999,354.954475,385.56556799997,117.339789517239,354.954475,374.288771333333,354.954475030296,284.221174387095
"Systomus_sarana",385.56556800001,385.56556800001,374.28877200004,374.28877100004,374.28877100004,331.61028700004,331.61028500004,331.61028600005,331.61028500004,331.61028600003,331.61028400006,316.35363500004,200.04783200004,200.04783100004,200.04783300004,200.04783000002,164.060330000042,164.06032900001,164.060330000037,164.06033300004,164.060331000027,164.06033100006,164.060332,104.55530700004,104.55530800004,104.555308000045,104.555308000045,104.55530800004,104.555309000044,104.555309000044,104.555309000043,104.555308000039,104.55530800001,104.55530700004,104.55530700003,104.55530800001,94.818828000041,94.818828000039,94.8188290000365,86.923665000042,86.923665000042,86.92366600004,86.923665000018,86.923666000048,86.9236650000855,86.92366500003,74.916579000039,74.916579000008,74.91658000004,74.91658000004,71.19499200004,0,89.76523500004,89.765234000045,89.765233000044,89.76523300004,89.76523300004,89.76523300004,153.04291900002,153.04292100004,153.04291900004,153.04292000004,153.04292000004,153.04291900005,153.042918,153.042919000038,153.042919000037,153.042920000043,153.04291900004,153.04291900004,153.04291900004,153.042919000036,153.04291900004,284.22117400004,284.221175000077,284.221175000043,284.221175000033,284.22117400003,284.22117400004,284.22117400004,284.221174000044,284.22117400004,284.221174000039,284.22117500001,284.221175000061,284.221176,284.22117500007,284.22117400004,284.22117400004,284.22117400004,284.22117500004,284.22117500004,284.22117400004,284.22117400001,284.22117500005,284.22117500002,284.22117500004,284.22117500004,284.22117400004,284.22117400004,284.22117300004,284.22117400007,284.221175000018,284.221175000038,284.22117400004,284.22117300004,284.221174000043,354.95447500004,354.954475000045,354.95447500004,354.95447500004,354.954474000036,354.95447400004,354.95447500004,354.95447500004,354.95447400004,354.95447400004,354.95447400004,354.954475000038,354.95447400004,354.95447200004,354.95447400004,354.95447600004,354.95447600004,354.95447700004,354.95447600004,354.95447500004,354.954475000066,354.95447400002,354.954475000037,354.95447500004,354.95447599998,354.954476000048,354.95447600006,354.95447500003,354.95447500004,354.954475000079,354.95447400004,354.95447300003,354.95447300003,354.95447300003,354.95447399999,354.954476000045,354.954477,354.95447600004,354.95447600004,354.95447600004,354.95447500005,354.954477000085,354.95447499998,354.95447499998,354.95447500004,354.954475000037,354.95447400004,354.95447500004,354.95447500004,354.95447400004,354.95447400004,354.95447700004,354.954475000039,354.954475000042,354.954475000041,354.95447600004,354.95447600004,354.9544740001,354.95447500003,117.339789517277,117.339789517277,117.339789517277,117.339789517277,117.339789517277,117.339789517277,284.221174400037,354.95447625003,354.95447500004,385.56556800001,117.339789517277,354.95447500004,374.288771333373,354.954475030336,284.221174387135
"Tor_putitora",385.56556899997,385.56556899997,374.288773,374.288772,374.288772,331.610288,331.610286,331.61028700001,331.610286,331.61028699999,331.61028500002,316.353636,200.047833,200.047832,200.047834,200.04783099998,164.060331000002,164.06032999997,164.060330999997,164.060334,164.060331999987,164.06033200002,164.06033299996,104.555308,104.555309,104.555309000005,104.555309000005,104.555309,104.555310000004,104.555310000004,104.555310000003,104.555308999999,104.55530899997,104.555308,104.55530799999,104.55530899997,94.818829000001,94.818828999999,94.8188299999965,89.765234000002,89.765234000002,89.765235,89.765233999978,89.765235000008,89.7652340000455,89.76523399999,89.765233999999,89.765233999968,89.765235,89.765235,89.765235,89.76523500004,0,20.652529000005,82.511326000004,82.511326,82.511326,82.511326,153.04291999998,153.042922,153.04292,153.042921,153.042921,153.04292000001,153.04291899996,153.042919999998,153.042919999997,153.042921000003,153.04292,153.04292,153.04292,153.042919999996,153.04292,284.221175,284.221176000037,284.221176000003,284.221175999993,284.22117499999,284.221175,284.221175,284.221175000004,284.221175,284.221174999999,284.22117599997,284.221176000021,284.22117699996,284.22117600003,284.221175,284.221175,284.221175,284.221176,284.221176,284.221175,284.22117499997,284.22117600001,284.22117599998,284.221176,284.221176,284.221175,284.221175,284.221174,284.22117500003,284.221175999978,284.221175999998,284.221175,284.221174,284.221175000003,354.954476,354.954476000005,354.954476,354.954476,354.954474999996,354.954475,354.954476,354.954476,354.954475,354.954475,354.954475,354.954475999998,354.954475,354.954473,354.954475,354.954477,354.954477,354.954478,354.954477,354.954476,354.954476000026,354.95447499998,354.954475999997,354.954476,354.95447699994,354.954477000008,354.95447700002,354.95447599999,354.954476,354.954476000039,354.954475,354.95447399999,354.95447399999,354.95447399999,354.95447499995,354.954477000005,354.95447799996,354.954477,354.954477,354.954477,354.95447600001,354.954478000045,354.95447599994,354.95447599994,354.954476,354.954475999997,354.954475,354.954476,354.954476,354.954475,354.954475,354.954478,354.954475999999,354.954476000002,354.954476000001,354.954477,354.954477,354.95447500006,354.95447599999,117.335092137928,117.335092137928,117.335092137928,117.335092137928,117.335092137928,117.335092137928,284.221175399997,354.95447724999,354.954476,385.56556899997,117.335092137928,354.954476,374.288772333333,354.954476030296,284.221175387095
"Neolissochilus_hexagonolepis",385.565567999975,385.565567999975,374.288772000005,374.288771000005,374.288771000005,331.610287000005,331.610285000005,331.610286000015,331.610285000005,331.610285999995,331.610284000025,316.353635000005,200.047832000005,200.047831000005,200.047833000005,200.047829999985,164.060330000007,164.060328999975,164.060330000002,164.060333000005,164.060330999992,164.060331000025,164.060331999965,104.555307000005,104.555308000005,104.55530800001,104.55530800001,104.555308000005,104.555309000009,104.555309000009,104.555309000008,104.555308000004,104.555307999975,104.555307000005,104.555306999995,104.555307999975,94.818828000006,94.818828000004,94.8188290000015,89.765233000007,89.765233000007,89.765234000005,89.765232999983,89.765234000013,89.7652330000505,89.765232999995,89.765233000004,89.765232999973,89.765234000005,89.765234000005,89.765234000005,89.765234000045,20.652529000005,0,82.511325000009,82.511325000005,82.511325000005,82.511325000005,153.042918999985,153.042921000005,153.042919000005,153.042920000005,153.042920000005,153.042919000015,153.042917999965,153.042919000003,153.042919000002,153.042920000008,153.042919000005,153.042919000005,153.042919000005,153.042919000001,153.042919000005,284.221174000005,284.221175000042,284.221175000008,284.221174999998,284.221173999995,284.221174000005,284.221174000005,284.221174000009,284.221174000005,284.221174000004,284.221174999975,284.221175000026,284.221175999965,284.221175000035,284.221174000005,284.221174000005,284.221174000005,284.221175000005,284.221175000005,284.221174000005,284.221173999975,284.221175000015,284.221174999985,284.221175000005,284.221175000005,284.221174000005,284.221174000005,284.221173000005,284.221174000035,284.221174999983,284.221175000003,284.221174000005,284.221173000005,284.221174000008,354.954475000005,354.95447500001,354.954475000005,354.954475000005,354.954474000001,354.954474000005,354.954475000005,354.954475000005,354.954474000005,354.954474000005,354.954474000005,354.954475000003,354.954474000005,354.954472000005,354.954474000005,354.954476000005,354.954476000005,354.954477000005,354.954476000005,354.954475000005,354.954475000031,354.954473999985,354.954475000002,354.954475000005,354.954475999945,354.954476000013,354.954476000025,354.954474999995,354.954475000005,354.954475000044,354.954474000005,354.954472999995,354.954472999995,354.954472999995,354.954473999955,354.95447600001,354.954476999965,354.954476000005,354.954476000005,354.954476000005,354.954475000015,354.95447700005,354.954474999945,354.954474999945,354.954475000005,354.954475000002,354.954474000005,354.954475000005,354.954475000005,354.954474000005,354.954474000005,354.954477000005,354.954475000004,354.954475000007,354.954475000006,354.954476000005,354.954476000005,354.954474000065,354.954474999995,117.335091172416,117.335091172416,117.335091172416,117.335091172416,117.335091172416,117.335091172416,284.221174400002,354.954476249995,354.954475000005,385.565567999975,117.335091172416,354.954475000005,374.288771333338,354.954475030301,284.2211743871
"Schizothorax_plagiostomus",385.565566999974,385.565566999974,374.288771000004,374.288770000004,374.288770000004,331.610286000004,331.610284000004,331.610285000014,331.610284000004,331.610284999994,331.610283000024,316.353634000004,200.047831000004,200.047830000004,200.047832000004,200.047828999984,164.060329000006,164.060327999974,164.060329000001,164.060332000004,164.060329999991,164.060330000024,164.060330999964,104.555306000004,104.555307000004,104.555307000009,104.555307000009,104.555307000004,104.555308000008,104.555308000008,104.555308000007,104.555307000003,104.555306999974,104.555306000004,104.555305999994,104.555306999974,94.818827000005,94.818827000003,94.8188280000005,89.765232000006,89.765232000006,89.765233000004,89.765231999982,89.765233000012,89.7652320000495,89.765231999994,89.765232000003,89.765231999972,89.765233000004,89.765233000004,89.765233000004,89.765233000044,82.511326000004,82.511325000009,0,3.533618000004,3.533618000004,3.533618000004,153.042917999984,153.042920000004,153.042918000004,153.042919000004,153.042919000004,153.042918000014,153.042916999964,153.042918000002,153.042918000001,153.042919000007,153.042918000004,153.042918000004,153.042918000004,153.042918,153.042918000004,284.221173000004,284.221174000041,284.221174000007,284.221173999997,284.221172999994,284.221173000004,284.221173000004,284.221173000008,284.221173000004,284.221173000003,284.221173999974,284.221174000025,284.221174999964,284.221174000034,284.221173000004,284.221173000004,284.221173000004,284.221174000004,284.221174000004,284.221173000004,284.221172999974,284.221174000014,284.221173999984,284.221174000004,284.221174000004,284.221173000004,284.221173000004,284.221172000004,284.221173000034,284.221173999982,284.221174000002,284.221173000004,284.221172000004,284.221173000007,354.954474000004,354.954474000009,354.954474000004,354.954474000004,354.954473,354.954473000004,354.954474000004,354.954474000004,354.954473000004,354.954473000004,354.954473000004,354.954474000002,354.954473000004,354.954471000004,354.954473000004,354.954475000004,354.954475000004,354.954476000004,354.954475000004,354.954474000004,354.95447400003,354.954472999984,354.954474000001,354.954474000004,354.954474999944,354.954475000012,354.954475000024,354.954473999994,354.954474000004,354.954474000043,354.954473000004,354.954471999994,354.954471999994,354.954471999994,354.954472999954,354.954475000009,354.954475999964,354.954475000004,354.954475000004,354.954475000004,354.954474000014,354.954476000049,354.954473999944,354.954473999944,354.954474000004,354.954474000001,354.954473000004,354.954474000004,354.954474000004,354.954473000004,354.954473000004,354.954476000004,354.954474000003,354.954474000006,354.954474000005,354.954475000004,354.954475000004,354.954473000064,354.954473999994,114.316567448277,114.316567448277,114.316567448277,114.316567448277,114.316567448277,114.316567448277,284.221173400001,354.954475249994,354.954474000004,385.565566999974,114.316567448277,354.954474000004,374.288770333337,354.9544740303,284.221173387099
"Schizothorax_richardsonii",385.56556699997,385.56556699997,374.288771,374.28877,374.28877,331.610286,331.610284,331.61028500001,331.610284,331.61028499999,331.61028300002,316.353634,200.047831,200.04783,200.047832,200.04782899998,164.060329000002,164.06032799997,164.060328999997,164.060332,164.060329999987,164.06033000002,164.06033099996,104.555306,104.555307,104.555307000005,104.555307000005,104.555307,104.555308000004,104.555308000004,104.555308000003,104.555306999999,104.55530699997,104.555306,104.55530599999,104.55530699997,94.818827000001,94.818826999999,94.8188279999965,89.765232000002,89.765232000002,89.765233,89.765231999978,89.765233000008,89.7652320000455,89.76523199999,89.765231999999,89.765231999968,89.765233,89.765233,89.765233,89.76523300004,82.511326,82.511325000005,3.533618000004,0,2.182344,2.649314,153.04291799998,153.04292,153.042918,153.042919,153.042919,153.04291800001,153.04291699996,153.042917999998,153.042917999997,153.042919000003,153.042918,153.042918,153.042918,153.042917999996,153.042918,284.221173,284.221174000037,284.221174000003,284.221173999993,284.22117299999,284.221173,284.221173,284.221173000004,284.221173,284.221172999999,284.22117399997,284.221174000021,284.22117499996,284.22117400003,284.221173,284.221173,284.221173,284.221174,284.221174,284.221173,284.22117299997,284.22117400001,284.22117399998,284.221174,284.221174,284.221173,284.221173,284.221172,284.22117300003,284.221173999978,284.221173999998,284.221173,284.221172,284.221173000003,354.954474,354.954474000005,354.954474,354.954474,354.954472999996,354.954473,354.954474,354.954474,354.954473,354.954473,354.954473,354.954473999998,354.954473,354.954471,354.954473,354.954475,354.954475,354.954476,354.954475,354.954474,354.954474000026,354.95447299998,354.954473999997,354.954474,354.95447499994,354.954475000008,354.95447500002,354.95447399999,354.954474,354.954474000039,354.954473,354.95447199999,354.95447199999,354.95447199999,354.95447299995,354.954475000005,354.95447599996,354.954475,354.954475,354.954475,354.95447400001,354.954476000045,354.95447399994,354.95447399994,354.954474,354.954473999997,354.954473,354.954474,354.954474,354.954473,354.954473,354.954476,354.954473999999,354.954474000002,354.954474000001,354.954475,354.954475,354.95447300006,354.95447399999,114.278022999997,114.278022999997,114.278022999997,114.278022999997,114.278022999997,114.278022999997,284.221173399997,354.95447524999,354.954474,385.56556699997,114.278022999997,354.954474,374.288770333333,354.954474030296,284.221173387095
"Schizothorax_esocinus",385.56556699997,385.56556699997,374.288771,374.28877,374.28877,331.610286,331.610284,331.61028500001,331.610284,331.61028499999,331.61028300002,316.353634,200.047831,200.04783,200.047832,200.04782899998,164.060329000002,164.06032799997,164.060328999997,164.060332,164.060329999987,164.06033000002,164.06033099996,104.555306,104.555307,104.555307000005,104.555307000005,104.555307,104.555308000004,104.555308000004,104.555308000003,104.555306999999,104.55530699997,104.555306,104.55530599999,104.55530699997,94.818827000001,94.818826999999,94.8188279999965,89.765232000002,89.765232000002,89.765233,89.765231999978,89.765233000008,89.7652320000455,89.76523199999,89.765231999999,89.765231999968,89.765233,89.765233,89.765233,89.76523300004,82.511326,82.511325000005,3.533618000004,2.182344,0,2.649314,153.04291799998,153.04292,153.042918,153.042919,153.042919,153.04291800001,153.04291699996,153.042917999998,153.042917999997,153.042919000003,153.042918,153.042918,153.042918,153.042917999996,153.042918,284.221173,284.221174000037,284.221174000003,284.221173999993,284.22117299999,284.221173,284.221173,284.221173000004,284.221173,284.221172999999,284.22117399997,284.221174000021,284.22117499996,284.22117400003,284.221173,284.221173,284.221173,284.221174,284.221174,284.221173,284.22117299997,284.22117400001,284.22117399998,284.221174,284.221174,284.221173,284.221173,284.221172,284.22117300003,284.221173999978,284.221173999998,284.221173,284.221172,284.221173000003,354.954474,354.954474000005,354.954474,354.954474,354.954472999996,354.954473,354.954474,354.954474,354.954473,354.954473,354.954473,354.954473999998,354.954473,354.954471,354.954473,354.954475,354.954475,354.954476,354.954475,354.954474,354.954474000026,354.95447299998,354.954473999997,354.954474,354.95447499994,354.954475000008,354.95447500002,354.95447399999,354.954474,354.954474000039,354.954473,354.95447199999,354.95447199999,354.95447199999,354.95447299995,354.954475000005,354.95447599996,354.954475,354.954475,354.954475,354.95447400001,354.954476000045,354.95447399994,354.95447399994,354.954474,354.954473999997,354.954473,354.954474,354.954474,354.954473,354.954473,354.954476,354.954473999999,354.954474000002,354.954474000001,354.954475,354.954475,354.95447300006,354.95447399999,114.278022999997,114.278022999997,114.278022999997,114.278022999997,114.278022999997,114.278022999997,284.221173399997,354.95447524999,354.954474,385.56556699997,114.278022999997,354.954474,374.288770333333,354.954474030296,284.221173387095
"Schizothorax_curvifrons",385.56556699997,385.56556699997,374.288771,374.28877,374.28877,331.610286,331.610284,331.61028500001,331.610284,331.61028499999,331.61028300002,316.353634,200.047831,200.04783,200.047832,200.04782899998,164.060329000002,164.06032799997,164.060328999997,164.060332,164.060329999987,164.06033000002,164.06033099996,104.555306,104.555307,104.555307000005,104.555307000005,104.555307,104.555308000004,104.555308000004,104.555308000003,104.555306999999,104.55530699997,104.555306,104.55530599999,104.55530699997,94.818827000001,94.818826999999,94.8188279999965,89.765232000002,89.765232000002,89.765233,89.765231999978,89.765233000008,89.7652320000455,89.76523199999,89.765231999999,89.765231999968,89.765233,89.765233,89.765233,89.76523300004,82.511326,82.511325000005,3.533618000004,2.649314,2.649314,0,153.04291799998,153.04292,153.042918,153.042919,153.042919,153.04291800001,153.04291699996,153.042917999998,153.042917999997,153.042919000003,153.042918,153.042918,153.042918,153.042917999996,153.042918,284.221173,284.221174000037,284.221174000003,284.221173999993,284.22117299999,284.221173,284.221173,284.221173000004,284.221173,284.221172999999,284.22117399997,284.221174000021,284.22117499996,284.22117400003,284.221173,284.221173,284.221173,284.221174,284.221174,284.221173,284.22117299997,284.22117400001,284.22117399998,284.221174,284.221174,284.221173,284.221173,284.221172,284.22117300003,284.221173999978,284.221173999998,284.221173,284.221172,284.221173000003,354.954474,354.954474000005,354.954474,354.954474,354.954472999996,354.954473,354.954474,354.954474,354.954473,354.954473,354.954473,354.954473999998,354.954473,354.954471,354.954473,354.954475,354.954475,354.954476,354.954475,354.954474,354.954474000026,354.95447299998,354.954473999997,354.954474,354.95447499994,354.954475000008,354.95447500002,354.95447399999,354.954474,354.954474000039,354.954473,354.95447199999,354.95447199999,354.95447199999,354.95447299995,354.954475000005,354.95447599996,354.954475,354.954475,354.954475,354.95447400001,354.954476000045,354.95447399994,354.95447399994,354.954474,354.954473999997,354.954473,354.954474,354.954474,354.954473,354.954473,354.954476,354.954473999999,354.954474000002,354.954474000001,354.954475,354.954475,354.95447300006,354.95447399999,114.286074206894,114.286074206894,114.286074206894,114.286074206894,114.286074206894,114.286074206894,284.221173399997,354.95447524999,354.954474,385.56556699997,114.286074206894,354.954474,374.288770333333,354.954474030296,284.221173387095
