,id_number,source,year,geographic_location_cleaned,hdi,demers_pelag,env_temp,form_clean,species_from_search,family,paper_id,nutrient,value,nut,species_short,species,country_sampled
1113,C_28,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Osphronemus goramy,Osphronemidae,Tee_99,Calcium,19,ca,O. gor.,Osphronemus goramy,Malaysia
1114,C_28,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Osphronemus goramy,Osphronemidae,Tee_99,Iron,0.3,fe,O. gor.,Osphronemus goramy,Malaysia
1115,C_28,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Osphronemus goramy,Osphronemidae,Tee_99,Vitamin A,47,vit_a,O. gor.,Osphronemus goramy,Malaysia
1116,C_29,Fiorella,1989,Malaysia,High,demersal,subtropical,whole (minus parts)*,Ctenopharyngodon idella,Cyprinidae,Tee_99,Protein,17.6,protein,C. ide.,Ctenopharyngodon idella,Malaysia
1117,C_29,Fiorella,1989,Malaysia,High,demersal,subtropical,whole (minus parts)*,Ctenopharyngodon idella,Cyprinidae,Tee_99,Calcium,21,ca,C. ide.,Ctenopharyngodon idella,Malaysia
1118,C_29,Fiorella,1989,Malaysia,High,demersal,subtropical,whole (minus parts)*,Ctenopharyngodon idella,Cyprinidae,Tee_99,Iron,1.1,fe,C. ide.,Ctenopharyngodon idella,Malaysia
1119,C_29,Fiorella,1989,Malaysia,High,demersal,subtropical,whole (minus parts)*,Ctenopharyngodon idella,Cyprinidae,Tee_99,Vitamin A,39,vit_a,C. ide.,Ctenopharyngodon idella,Malaysia
1120,C_30,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Clarias batrachus,Clariidae,Tee_99,Protein,19.3,protein,C. bat.,Clarias batrachus,Malaysia
1121,C_30,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Clarias batrachus,Clariidae,Tee_99,Calcium,31,ca,C. bat.,Clarias batrachus,Malaysia
1122,C_30,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Clarias batrachus,Clariidae,Tee_99,Iron,1.2,fe,C. bat.,Clarias batrachus,Malaysia
1123,C_30,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Clarias batrachus,Clariidae,Tee_99,Vitamin A,45,vit_a,C. bat.,Clarias batrachus,Malaysia
1124,C_31,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Tee_99,Protein,16.9,protein,L. roh.,Labeo rohita,Malaysia
1125,C_31,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Tee_99,Calcium,19,ca,L. roh.,Labeo rohita,Malaysia
1126,C_31,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Tee_99,Iron,1.2,fe,L. roh.,Labeo rohita,Malaysia
1127,C_31,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Tee_99,Vitamin A,5,vit_a,L. roh.,Labeo rohita,Malaysia
1128,C_32,Fiorella,1989,Malaysia,High,benthopelagic,temperate,whole (minus parts)*,Hypophthalmichthys nobilis,Cyprinidae,Tee_99,Protein,16.2,protein,H. nob.,Hypophthalmichthys nobilis,Malaysia
1129,C_32,Fiorella,1989,Malaysia,High,benthopelagic,temperate,whole (minus parts)*,Hypophthalmichthys nobilis,Cyprinidae,Tee_99,Calcium,25,ca,H. nob.,Hypophthalmichthys nobilis,Malaysia
1130,C_32,Fiorella,1989,Malaysia,High,benthopelagic,temperate,whole (minus parts)*,Hypophthalmichthys nobilis,Cyprinidae,Tee_99,Iron,0.9,fe,H. nob.,Hypophthalmichthys nobilis,Malaysia
1131,C_32,Fiorella,1989,Malaysia,High,benthopelagic,temperate,whole (minus parts)*,Hypophthalmichthys nobilis,Cyprinidae,Tee_99,Vitamin A,12,vit_a,H. nob.,Hypophthalmichthys nobilis,Malaysia
1132,C_33,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Channa micropeltes,Channidae,Tee_99,Protein,19.7,protein,C. mic.,Channa micropeltes,Malaysia
1133,C_33,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Channa micropeltes,Channidae,Tee_99,Calcium,32,ca,C. mic.,Channa micropeltes,Malaysia
1134,C_33,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Channa micropeltes,Channidae,Tee_99,Iron,0.4,fe,C. mic.,Channa micropeltes,Malaysia
1135,C_33,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Channa micropeltes,Channidae,Tee_99,Vitamin A,19,vit_a,C. mic.,Channa micropeltes,Malaysia
1136,C_34,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Channa striata,Channidae,Tee_99,Protein,20.6,protein,C. str.,Channa striata,Malaysia
1137,C_34,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Channa striata,Channidae,Tee_99,Calcium,37,ca,C. str.,Channa striata,Malaysia
1138,C_34,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Channa striata,Channidae,Tee_99,Iron,0.5,fe,C. str.,Channa striata,Malaysia
1139,C_34,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Channa striata,Channidae,Tee_99,Vitamin A,45,vit_a,C. str.,Channa striata,Malaysia
1140,C_35,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Pangasius pangasius,Pangasiidae,Tee_99,Protein,16.6,protein,P. pan.,Pangasius pangasius,Malaysia
1141,C_35,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Pangasius pangasius,Pangasiidae,Tee_99,Calcium,11,ca,P. pan.,Pangasius pangasius,Malaysia
1142,C_35,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Pangasius pangasius,Pangasiidae,Tee_99,Iron,0.5,fe,P. pan.,Pangasius pangasius,Malaysia
1143,C_35,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Pangasius pangasius,Pangasiidae,Tee_99,Vitamin A,48,vit_a,P. pan.,Pangasius pangasius,Malaysia
1144,C_36,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Oxyeleotris marmorata,Eleotridae,Tee_99,Protein,18.4,protein,O. mar.,Oxyeleotris marmorata,Malaysia
1145,C_36,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Oxyeleotris marmorata,Eleotridae,Tee_99,Calcium,27,ca,O. mar.,Oxyeleotris marmorata,Malaysia
1146,C_36,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Oxyeleotris marmorata,Eleotridae,Tee_99,Iron,0.4,fe,O. mar.,Oxyeleotris marmorata,Malaysia
1147,C_36,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Oxyeleotris marmorata,Eleotridae,Tee_99,Vitamin A,17,vit_a,O. mar.,Oxyeleotris marmorata,Malaysia
1148,C_37,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Oreochromis mossambicus,Cichlidae,Tee_99,Protein,16.4,protein,O. mos.,Oreochromis mossambicus,Malaysia
1149,C_37,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Oreochromis mossambicus,Cichlidae,Tee_99,Calcium,22,ca,O. mos.,Oreochromis mossambicus,Malaysia
1150,C_37,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Oreochromis mossambicus,Cichlidae,Tee_99,Iron,0.6,fe,O. mos.,Oreochromis mossambicus,Malaysia
1151,C_37,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Oreochromis mossambicus,Cichlidae,Tee_99,Vitamin A,21,vit_a,O. mos.,Oreochromis mossambicus,Malaysia
1152,C_38,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Trichopodus pectoralis,Osphronemidae,Tee_99,Protein,19.9,protein,T. pec.,Trichopodus pectoralis,Malaysia
1153,C_38,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Trichopodus pectoralis,Osphronemidae,Tee_99,Calcium,62,ca,T. pec.,Trichopodus pectoralis,Malaysia
1154,C_38,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Trichopodus pectoralis,Osphronemidae,Tee_99,Iron,0.7,fe,T. pec.,Trichopodus pectoralis,Malaysia
1155,C_38,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Trichopodus pectoralis,Osphronemidae,Tee_99,Vitamin A,25,vit_a,T. pec.,Trichopodus pectoralis,Malaysia
1156,C_39,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Helostoma temminckii,Helostomatidae,Tee_99,Protein,19.8,protein,H. tem.,Helostoma temminckii,Malaysia
1157,C_39,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Helostoma temminckii,Helostomatidae,Tee_99,Calcium,77,ca,H. tem.,Helostoma temminckii,Malaysia
1158,C_39,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Helostoma temminckii,Helostomatidae,Tee_99,Iron,0.8,fe,H. tem.,Helostoma temminckii,Malaysia
1159,C_39,Fiorella,1989,Malaysia,High,benthopelagic,tropical,whole (minus parts)*,Helostoma temminckii,Helostomatidae,Tee_99,Vitamin A,38,vit_a,H. tem.,Helostoma temminckii,Malaysia
1160,C_40,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Anabas testudineus,Anabantidae,Tee_99,Protein,19.5,protein,A. tes.,Anabas testudineus,Malaysia
1161,C_40,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Anabas testudineus,Anabantidae,Tee_99,Calcium,94,ca,A. tes.,Anabas testudineus,Malaysia
1162,C_40,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Anabas testudineus,Anabantidae,Tee_99,Iron,1.3,fe,A. tes.,Anabas testudineus,Malaysia
1163,C_40,Fiorella,1989,Malaysia,High,demersal,tropical,whole (minus parts)*,Anabas testudineus,Anabantidae,Tee_99,Vitamin A,46,vit_a,A. tes.,Anabas testudineus,Malaysia
1164,C_41,Fiorella,2011,Pakistan,Medium,benthopelagic,NA,muscle,Cyprinus carpio,Cyprinidae,Jabeen_33,Protein,53.59,protein,C. car.,Cyprinus carpio,Pakistan
1165,C_42,Fiorella,2011,Pakistan,Medium,benthopelagic,tropical,muscle,Oreochromis mossambicus,Cichlidae,Jabeen_33,Protein,39.84,protein,O. mos.,Oreochromis mossambicus,Pakistan
1166,C_43,Fiorella,2011,Pakistan,Medium,benthopelagic,tropical,muscle,Labeo rohita,Cyprinidae,Jabeen_33,Protein,57.31,protein,L. roh.,Labeo rohita,Pakistan
1167,C_44,Fiorella,2015,Bangladesh,Medium,benthopelagic,tropical,whole,Awaous grammepomus,Gobiidae,Hossain_31,Protein,16.21,protein,A. gra.,Awaous grammepomus,Bangladesh
1168,C_44,Fiorella,2015,Bangladesh,Medium,benthopelagic,tropical,whole,Awaous grammepomus,Gobiidae,Hossain_31,Calcium,164.47,ca,A. gra.,Awaous grammepomus,Bangladesh
1169,C_44,Fiorella,2015,Bangladesh,Medium,benthopelagic,tropical,whole,Awaous grammepomus,Gobiidae,Hossain_31,Iron,0.43,fe,A. gra.,Awaous grammepomus,Bangladesh
1170,C_45,Fiorella,2015,Bangladesh,Medium,benthopelagic,tropical,whole,Channa punctata,Channidae,Hossain_31,Protein,15.91,protein,C. pun.,Channa punctata,Bangladesh
1171,C_45,Fiorella,2015,Bangladesh,Medium,benthopelagic,tropical,whole,Channa punctata,Channidae,Hossain_31,Calcium,167.23,ca,C. pun.,Channa punctata,Bangladesh
1172,C_45,Fiorella,2015,Bangladesh,Medium,benthopelagic,tropical,whole,Channa punctata,Channidae,Hossain_31,Iron,0.86,fe,C. pun.,Channa punctata,Bangladesh
1173,C_46,Fiorella,2015,Bangladesh,Medium,benthopelagic,tropical,whole,Chanda nama,Ambassidae,Hossain_31,Protein,17.31,protein,C. nam.,Chanda nama,Bangladesh
1174,C_46,Fiorella,2015,Bangladesh,Medium,benthopelagic,tropical,whole,Chanda nama,Ambassidae,Hossain_31,Calcium,289.7,ca,C. nam.,Chanda nama,Bangladesh
1175,C_46,Fiorella,2015,Bangladesh,Medium,benthopelagic,tropical,whole,Chanda nama,Ambassidae,Hossain_31,Iron,1.85,fe,C. nam.,Chanda nama,Bangladesh
1176,C_47,Fiorella,2016,Pakistan,Medium,benthopelagic,tropical,muscle,Channa marulius,Channidae,Jabeen_34,Protein,78,protein,C. mar.,Channa marulius,Pakistan
1177,C_48,Fiorella,2016,Pakistan,Medium,demersal,tropical,muscle,Sperata seenghala,Bagridae,Jabeen_34,Protein,77,protein,S. see.,Sperata seenghala,Pakistan
1178,C_49,Fiorella,2016,Pakistan,Medium,demersal,tropical,muscle,Cirrhinus mrigala,Cyprinidae,Jabeen_34,Protein,78.6,protein,C. mri.,Cirrhinus mrigala,Pakistan
1179,C_50,Fiorella,2016,Pakistan,Medium,demersal,tropical,muscle,Wallago attu,Siluridae,Jabeen_34,Protein,80.5,protein,W. att.,Wallago attu,Pakistan
1180,C_51,Fiorella,2016,Pakistan,Medium,benthopelagic,NA,muscle,Cyprinus carpio,Cyprinidae,Jabeen_34,Protein,75,protein,C. car.,Cyprinus carpio,Pakistan
1181,C_52,Fiorella,2016,Pakistan,Medium,benthopelagic,tropical,muscle,Labeo rohita,Cyprinidae,Jabeen_34,Protein,73,protein,L. roh.,Labeo rohita,Pakistan
1182,C_53,Fiorella,2016,Pakistan,Medium,benthopelagic,tropical,muscle,Oreochromis mossambicus,Cichlidae,Jabeen_34,Protein,68,protein,O. mos.,Oreochromis mossambicus,Pakistan
1183,C_54,Fiorella,2016,Pakistan,Medium,benthopelagic,tropical,muscle,Channa marulius,Channidae,Jabeen_34,Protein,74.2,protein,C. mar.,Channa marulius,Pakistan
1184,C_55,Fiorella,2016,Pakistan,Medium,demersal,tropical,muscle,Sperata seenghala,Bagridae,Jabeen_34,Protein,75,protein,S. see.,Sperata seenghala,Pakistan
1185,C_56,Fiorella,2016,Pakistan,Medium,demersal,tropical,muscle,Cirrhinus mrigala,Cyprinidae,Jabeen_34,Protein,73,protein,C. mri.,Cirrhinus mrigala,Pakistan
1186,C_57,Fiorella,2016,Pakistan,Medium,benthopelagic,NA,muscle,Cyprinus carpio,Cyprinidae,Jabeen_34,Protein,74,protein,C. car.,Cyprinus carpio,Pakistan
1187,C_58,Fiorella,2016,Pakistan,Medium,demersal,tropical,muscle,Wallago attu,Siluridae,Jabeen_34,Protein,79.6,protein,W. att.,Wallago attu,Pakistan
1188,C_59,Fiorella,2016,Pakistan,Medium,benthopelagic,tropical,muscle,Labeo rohita,Cyprinidae,Jabeen_34,Protein,71.3,protein,L. roh.,Labeo rohita,Pakistan
1189,C_60,Fiorella,2016,Pakistan,Medium,benthopelagic,tropical,muscle,Oreochromis mossambicus,Cichlidae,Jabeen_34,Protein,67.7,protein,O. mos.,Oreochromis mossambicus,Pakistan
1190,C_61,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Pangasianodon hypophthalmus,Pangasiidae,Khan_42,Protein,15.223,protein,P. hyp.,Pangasianodon hypophthalmus,Bangladesh
1191,C_61,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Pangasianodon hypophthalmus,Pangasiidae,Khan_42,Zinc,0.0034,zn,P. hyp.,Pangasianodon hypophthalmus,Bangladesh
1192,C_61,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Pangasianodon hypophthalmus,Pangasiidae,Khan_42,Calcium,0.0093,ca,P. hyp.,Pangasianodon hypophthalmus,Bangladesh
1193,C_61,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Pangasianodon hypophthalmus,Pangasiidae,Khan_42,Iron,0.0117,fe,P. hyp.,Pangasianodon hypophthalmus,Bangladesh
1194,C_62,Fiorella,2014,Bangladesh,Medium,benthopelagic,subtropical,muscle,Hypophthalmichthys molitrix,Cyprinidae,Khan_42,Protein,16.321,protein,H. mol.,Hypophthalmichthys molitrix,Bangladesh
1195,C_62,Fiorella,2014,Bangladesh,Medium,benthopelagic,subtropical,muscle,Hypophthalmichthys molitrix,Cyprinidae,Khan_42,Zinc,0.0032,zn,H. mol.,Hypophthalmichthys molitrix,Bangladesh
1196,C_62,Fiorella,2014,Bangladesh,Medium,benthopelagic,subtropical,muscle,Hypophthalmichthys molitrix,Cyprinidae,Khan_42,Calcium,0.0097,ca,H. mol.,Hypophthalmichthys molitrix,Bangladesh
1197,C_62,Fiorella,2014,Bangladesh,Medium,benthopelagic,subtropical,muscle,Hypophthalmichthys molitrix,Cyprinidae,Khan_42,Iron,0.0242,fe,H. mol.,Hypophthalmichthys molitrix,Bangladesh
1198,C_63,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Cirrhinus cirrhosus,Cyprinidae,Khan_42,Protein,16.027,protein,C. cir.,Cirrhinus cirrhosus,Bangladesh
1199,C_63,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Cirrhinus cirrhosus,Cyprinidae,Khan_42,Zinc,0.0038,zn,C. cir.,Cirrhinus cirrhosus,Bangladesh
1200,C_63,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Cirrhinus cirrhosus,Cyprinidae,Khan_42,Calcium,0.0116,ca,C. cir.,Cirrhinus cirrhosus,Bangladesh
1201,C_63,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Cirrhinus cirrhosus,Cyprinidae,Khan_42,Iron,0.0354,fe,C. cir.,Cirrhinus cirrhosus,Bangladesh
1202,C_64,Fiorella,2014,Bangladesh,Medium,benthopelagic,subtropical,muscle,Gibelion catla,Cyprinidae,Khan_42,Protein,17.102,protein,G. cat.,Gibelion catla,Bangladesh
1203,C_64,Fiorella,2014,Bangladesh,Medium,benthopelagic,subtropical,muscle,Gibelion catla,Cyprinidae,Khan_42,Zinc,0.0046,zn,G. cat.,Gibelion catla,Bangladesh
1204,C_64,Fiorella,2014,Bangladesh,Medium,benthopelagic,subtropical,muscle,Gibelion catla,Cyprinidae,Khan_42,Calcium,0.0125,ca,G. cat.,Gibelion catla,Bangladesh
1205,C_64,Fiorella,2014,Bangladesh,Medium,benthopelagic,subtropical,muscle,Gibelion catla,Cyprinidae,Khan_42,Iron,0.0329,fe,G. cat.,Gibelion catla,Bangladesh
1206,C_65,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Labeo rohita,Cyprinidae,Khan_42,Protein,17.027,protein,L. roh.,Labeo rohita,Bangladesh
1207,C_65,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Labeo rohita,Cyprinidae,Khan_42,Zinc,0.0047,zn,L. roh.,Labeo rohita,Bangladesh
1208,C_65,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Labeo rohita,Cyprinidae,Khan_42,Calcium,0.0131,ca,L. roh.,Labeo rohita,Bangladesh
1209,C_65,Fiorella,2014,Bangladesh,Medium,benthopelagic,tropical,muscle,Labeo rohita,Cyprinidae,Khan_42,Iron,0.0365,fe,L. roh.,Labeo rohita,Bangladesh
1210,C_66,Fiorella,2012,Bangladesh,Medium,benthopelagic,NA,not specified,Cyprinus carpio,Cyprinidae,Ahmed_7,Protein,14.6,protein,C. car.,Cyprinus carpio,Bangladesh
1211,C_67,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Channa striata,Channidae,Ahmed_7,Protein,15.49,protein,C. str.,Channa striata,Bangladesh
1212,C_68,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Channa marulius,Channidae,Ahmed_7,Protein,16.19,protein,C. mar.,Channa marulius,Bangladesh
1213,C_69,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Trichogaster fasciata,Osphronemidae,Ahmed_7,Protein,15.82,protein,T. fas.,Trichogaster fasciata,Bangladesh
1214,C_70,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Oreochromis mossambicus,Cichlidae,Ahmed_7,Protein,16.89,protein,O. mos.,Oreochromis mossambicus,Bangladesh
1215,C_71,Fiorella,2012,Bangladesh,Medium,demersal,tropical,not specified,Heteropneustes fossilis,Heteropneustidae,Ahmed_7,Protein,15.14,protein,H. fos.,Heteropneustes fossilis,Bangladesh
1216,C_72,Fiorella,2012,Bangladesh,Medium,demersal,tropical,not specified,Clarias batrachus,Clariidae,Ahmed_7,Protein,15.22,protein,C. bat.,Clarias batrachus,Bangladesh
1217,C_73,Fiorella,2012,Bangladesh,Medium,demersal,subtropical,not specified,Ctenopharyngodon idella,Cyprinidae,Ahmed_7,Protein,16.06,protein,C. ide.,Ctenopharyngodon idella,Bangladesh
1218,C_74,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Barbonymus gonionotus,Cyprinidae,Ahmed_7,Protein,15.74,protein,B. gon.,Barbonymus gonionotus,Bangladesh
1219,C_75,Fiorella,2012,Bangladesh,Medium,benthopelagic,subtropical,not specified,Hypophthalmichthys molitrix,Cyprinidae,Ahmed_7,Protein,18.12,protein,H. mol.,Hypophthalmichthys molitrix,Bangladesh
1220,C_76,Fiorella,2012,Bangladesh,Medium,demersal,tropical,not specified,Labeo calbasu,Cyprinidae,Ahmed_7,Protein,16.47,protein,L. cal.,Labeo calbasu,Bangladesh
1221,C_77,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Pangasius pangasius,Pangasiidae,Ahmed_7,Protein,14.71,protein,P. pan.,Pangasius pangasius,Bangladesh
1222,C_78,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Labeo gonius,Cyprinidae,Ahmed_7,Protein,17.05,protein,L. gon.,Labeo gonius,Bangladesh
1223,C_79,Fiorella,2012,Bangladesh,Medium,benthopelagic,subtropical,not specified,Gibelion catla,Cyprinidae,Ahmed_7,Protein,16.9,protein,G. cat.,Gibelion catla,Bangladesh
1224,C_80,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Channa punctata,Channidae,Ahmed_7,Protein,15.22,protein,C. pun.,Channa punctata,Bangladesh
1225,C_81,Fiorella,2012,Bangladesh,Medium,demersal,tropical,not specified,Mystus cavasius,Bagridae,Ahmed_7,Protein,17.3,protein,M. cav.,Mystus cavasius,Bangladesh
1226,C_82,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Labeo bata,Cyprinidae,Ahmed_7,Protein,15.42,protein,L. bat.,Labeo bata,Bangladesh
1227,C_83,Fiorella,2012,Bangladesh,Medium,benthopelagic,temperate,not specified,Hypophthalmichthys nobilis,Cyprinidae,Ahmed_7,Protein,17.2,protein,H. nob.,Hypophthalmichthys nobilis,Bangladesh
1228,C_84,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Labeo rohita,Cyprinidae,Ahmed_7,Protein,17.49,protein,L. roh.,Labeo rohita,Bangladesh
1229,C_85,Fiorella,2012,Bangladesh,Medium,demersal,tropical,not specified,Mystus tengara,Bagridae,Ahmed_7,Protein,17.86,protein,M. ten.,Mystus tengara,Bangladesh
1230,C_86,Fiorella,2012,Bangladesh,Medium,demersal,tropical,not specified,Lepidocephalichthys guntea,Cobitidae,Ahmed_7,Protein,16.61,protein,L. gun.,Lepidocephalichthys guntea,Bangladesh
1231,C_87,Fiorella,2012,Bangladesh,Medium,demersal,tropical,not specified,Anabas testudineus,Anabantidae,Ahmed_7,Protein,19.5,protein,A. tes.,Anabas testudineus,Bangladesh
1232,C_88,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Macrognathus pancalus,Mastacembelidae,Ahmed_7,Protein,18.03,protein,M. pan.,Macrognathus pancalus,Bangladesh
1233,C_89,Fiorella,2012,Bangladesh,Medium,demersal,tropical,not specified,Cirrhinus mrigala,Cyprinidae,Ahmed_7,Protein,17.16,protein,C. mri.,Cirrhinus mrigala,Bangladesh
1234,C_90,Fiorella,2012,Bangladesh,Medium,pelagic-neritic,tropical,not specified,Xenentodon cancila,Belonidae,Ahmed_7,Protein,15.65,protein,X. can.,Xenentodon cancila,Bangladesh
1235,C_91,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Chanda nama,Ambassidae,Ahmed_7,Protein,17.77,protein,C. nam.,Chanda nama,Bangladesh
1236,C_92,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Trichogaster lalius,Osphronemidae,Ahmed_7,Protein,16.13,protein,T. lal.,Trichogaster lalius,Bangladesh
1237,C_93,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Amblypharyngodon mola,Cyprinidae,Ahmed_7,Protein,17.95,protein,A. mol.,Amblypharyngodon mola,Bangladesh
1238,C_94,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Esomus danrica,Cyprinidae,Ahmed_7,Protein,17.12,protein,E. dan.,Esomus danrica,Bangladesh
1239,C_95,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Nandus nandus,Nandidae,Ahmed_7,Protein,15.8,protein,N. nan.,Nandus nandus,Bangladesh
1240,C_96,Fiorella,2012,Bangladesh,Medium,demersal,tropical,not specified,Notopterus notopterus,Notopteridae,Ahmed_7,Protein,15.8,protein,N. not.,Notopterus notopterus,Bangladesh
1241,C_97,Fiorella,2012,Bangladesh,Medium,demersal,subtropical,not specified,Parambassis baculis,Ambassidae,Ahmed_7,Protein,15.6,protein,P. bac.,Parambassis baculis,Bangladesh
1242,C_98,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Salmostoma phulo,Cyprinidae,Ahmed_7,Protein,17.23,protein,S. phu.,Salmostoma phulo,Bangladesh
1243,C_99,Fiorella,2012,Bangladesh,Medium,benthopelagic,subtropical,not specified,Pethia ticto,Cyprinidae,Ahmed_7,Protein,18.08,protein,P. tic.,Pethia ticto,Bangladesh
1244,C_100,Fiorella,2012,Bangladesh,Medium,benthopelagic,tropical,not specified,Puntius sophore,Cyprinidae,Ahmed_7,Protein,18.53,protein,P. sop.,Puntius sophore,Bangladesh
1245,C_101,Fiorella,1993,India,Medium,benthopelagic,tropical,muscle,Labeo rohita,Cyprinidae,Chandrashekar_14,Protein,13.5,protein,L. roh.,Labeo rohita,India
1246,C_101,Fiorella,1993,India,Medium,benthopelagic,tropical,muscle,Labeo rohita,Cyprinidae,Chandrashekar_14,Zinc,1.3,zn,L. roh.,Labeo rohita,India
1247,C_101,Fiorella,1993,India,Medium,benthopelagic,tropical,muscle,Labeo rohita,Cyprinidae,Chandrashekar_14,Calcium,12.9,ca,L. roh.,Labeo rohita,India
1248,C_101,Fiorella,1993,India,Medium,benthopelagic,tropical,muscle,Labeo rohita,Cyprinidae,Chandrashekar_14,Iron,0.7,fe,L. roh.,Labeo rohita,India
1249,C_102,Fiorella,1993,India,Medium,benthopelagic,tropical,muscle,Channa marulius,Channidae,Chandrashekar_14,Protein,17.3,protein,C. mar.,Channa marulius,India
1250,C_102,Fiorella,1993,India,Medium,benthopelagic,tropical,muscle,Channa marulius,Channidae,Chandrashekar_14,Zinc,1.5,zn,C. mar.,Channa marulius,India
1251,C_102,Fiorella,1993,India,Medium,benthopelagic,tropical,muscle,Channa marulius,Channidae,Chandrashekar_14,Calcium,10.1,ca,C. mar.,Channa marulius,India
